Timestamp,Tension,Corriente,totalizado,
2025-06-25T23:56:18.309635,510,-5043,-5662960,9180
2025-06-25T23:56:19.757134,506,-4804,-5667764,9108
2025-06-25T23:56:21.207743,507,-4806,-5672570,9126
2025-06-25T23:56:22.655318,506,-4521,-5677091,9108
2025-06-25T23:56:24.106122,505,-4698,-5681789,9090
2025-06-25T23:56:25.553585,506,-4255,-5686044,9108
2025-06-25T23:56:27.000276,507,-4097,-5690141,9126
2025-06-25T23:56:28.448019,506,-4161,-5694302,9108
2025-06-25T23:56:29.898533,507,-3781,-5698083,9126
2025-06-25T23:56:31.346023,508,-3845,-5701928,9144
2025-06-25T23:56:32.796639,504,-3710,-5705638,9072
2025-06-25T23:56:34.244375,504,-3480,-5709118,9072
2025-06-25T23:56:35.694903,502,-3414,-5712532,9036
2025-06-25T23:56:37.142501,497,-3932,-5716464,8946
2025-06-25T23:56:38.589209,505,-3744,-5720208,9090
2025-06-25T23:56:40.036682,505,-3703,-5723911,9090
2025-06-25T23:56:41.487331,507,-4327,-5728238,9126
2025-06-25T23:56:42.934763,501,-3802,-5732040,9018
2025-06-25T23:56:44.385456,511,-4781,-5736821,9198
2025-06-25T23:56:45.834196,502,-3729,-5740550,9036
2025-06-25T23:56:47.283792,504,-3587,-5744137,9072
2025-06-25T23:56:48.731150,500,-3439,-5747576,9000
2025-06-25T23:56:50.177931,508,-5533,-5753109,9144
2025-06-25T23:56:51.625783,506,-4286,-5757395,9108
2025-06-25T23:56:53.076050,506,-4231,-5761626,9108
2025-06-25T23:56:54.523901,506,-4416,-5766042,9108
2025-06-25T23:56:55.974306,506,-4190,-5770232,9108
2025-06-25T23:56:57.421908,503,-3960,-5774192,9054
2025-06-25T23:56:58.872435,507,-3599,-5777791,9126
2025-06-25T23:57:00.320125,504,-3778,-5781569,9072
2025-06-25T23:57:01.767007,506,-3668,-5785237,9108
2025-06-25T23:57:03.214210,508,-3522,-5788759,9144
2025-06-25T23:57:04.664930,501,-3470,-5792229,9018
2025-06-25T23:57:06.112565,507,-3540,-5795769,9126
2025-06-25T23:57:07.569007,506,-3716,-5799485,9108
2025-06-25T23:57:09.010754,502,-3846,-5803331,9036
2025-06-25T23:57:10.461368,501,-3762,-5807093,9018
2025-06-25T23:57:11.908815,505,-4086,-5811179,9090
2025-06-25T23:57:13.355426,505,-3663,-5814842,9090
2025-06-25T23:57:14.803041,510,-8101,-5822943,9180
2025-06-25T23:57:16.253971,510,-9877,-5832820,9180
2025-06-25T23:57:17.701375,514,-9800,-5842620,9252
2025-06-25T23:57:19.152006,515,-9677,-5852297,9270
2025-06-25T23:57:20.599448,508,-9534,-5861831,9144
2025-06-25T23:57:22.050087,513,-9305,-5871136,9234
2025-06-25T23:57:23.497647,510,-8878,-5880014,9180
2025-06-25T23:57:24.944317,512,-8452,-5888466,9216
2025-06-25T23:57:26.391808,513,-9159,-5897625,9234
2025-06-25T23:57:27.842567,511,-8995,-5906620,9198
2025-06-25T23:57:29.290072,510,-8812,-5915432,9180
2025-06-25T23:57:30.740650,514,-8503,-5923935,9252
2025-06-25T23:57:32.188300,510,-8452,-5932387,9180
2025-06-25T23:57:33.638870,513,-8400,-5940787,9234
2025-06-25T23:57:35.086556,503,-7438,-5948225,9054
2025-06-25T23:57:36.533211,509,-7927,-5956152,9162
2025-06-25T23:57:37.980814,505,-7472,-5963624,9090
2025-06-25T23:57:39.431380,507,-7016,-5970640,9126
2025-06-25T23:57:40.878857,507,-7589,-5978229,9126
2025-06-25T23:57:42.329627,507,-6884,-5985113,9126
2025-06-25T23:57:43.777123,513,-6866,-5991979,9234
2025-06-25T23:57:45.227788,515,-6681,-5998660,9270
2025-06-25T23:57:46.675346,508,-6921,-6005581,9144
2025-06-25T23:57:48.121994,517,-7400,-6012981,9306
2025-06-25T23:57:49.569521,507,-7302,-6020283,9126
2025-06-25T23:57:51.020071,510,-7570,-6027853,9180
2025-06-25T23:57:52.467655,505,-6754,-6034607,9090
2025-06-25T23:57:53.918354,511,-6370,-6040977,9198
2025-06-25T23:57:55.365924,511,-7654,-6048631,9198
2025-06-25T23:57:56.818998,511,-7636,-6056267,9198
2025-06-25T23:57:58.264136,509,-7520,-6063787,9162
2025-06-25T23:57:59.711705,512,-6853,-6070640,9216
2025-06-25T23:58:01.158402,510,-6472,-6077112,9180
2025-06-25T23:58:02.609257,508,-6681,-6083793,9144
2025-06-25T23:58:04.056453,509,-6500,-6090293,9162
2025-06-25T23:58:05.507291,513,-6172,-6096465,9234
2025-06-25T23:58:06.954688,506,-6044,-6102509,9108
2025-06-25T23:58:08.405301,508,-5851,-6108360,9144
2025-06-25T23:58:09.852851,504,-6278,-6114638,9072
2025-06-25T23:58:11.300039,511,-6442,-6121080,9198
2025-06-25T23:58:12.747046,510,-6308,-6127388,9180
2025-06-25T23:58:14.197854,509,-5928,-6133316,9162
2025-06-25T23:58:15.645405,509,-5814,-6139130,9162
2025-06-25T23:58:17.096011,510,-5732,-6144862,9180
2025-06-25T23:58:18.543462,508,-5347,-6150209,9144
2025-06-25T23:58:19.994282,504,-5286,-6155495,9072
2025-06-25T23:58:21.441782,511,-4762,-6160257,9198
2025-06-25T23:58:22.888328,509,-5819,-6166076,9162
2025-06-25T23:58:24.336046,506,-5698,-6171774,9108
2025-06-25T23:58:25.786746,516,-5634,-6177408,9288
2025-06-25T23:58:27.234242,504,-5771,-6183179,9072
2025-06-25T23:58:28.684848,507,-5461,-6188640,9126
2025-06-25T23:58:30.132336,509,-5630,-6194270,9162
2025-06-25T23:58:31.582995,514,-5294,-6199564,9252
2025-06-25T23:58:33.030526,506,-5386,-6204950,9108
2025-06-25T23:58:34.477314,507,-5194,-6210144,9126
2025-06-25T23:58:35.924928,507,-5277,-6215421,9126
2025-06-25T23:58:37.375519,504,-5387,-6220808,9072
2025-06-25T23:58:38.823171,507,-5562,-6226370,9126
2025-06-25T23:58:40.273711,510,-5132,-6231502,9180
2025-06-25T23:58:41.721221,507,-5517,-6237019,9126
2025-06-25T23:58:43.171779,503,-5334,-6242353,9054
2025-06-25T23:58:44.619543,505,-5442,-6247795,9090
2025-06-25T23:58:46.066016,511,-5430,-6253225,9198
2025-06-25T23:58:47.513558,508,-5089,-6258314,9144
2025-06-25T23:58:48.964206,507,-4967,-6263281,9126
2025-06-25T23:58:50.411841,506,-5492,-6268773,9108
2025-06-25T23:58:51.862350,504,-5267,-6274040,9072
2025-06-25T23:58:53.310053,506,-5314,-6279354,9108
2025-06-25T23:58:54.760689,506,-4752,-6284106,9108
2025-06-25T23:58:56.208348,506,-4736,-6288842,9108
2025-06-25T23:58:57.654932,508,-4631,-6293473,9144
2025-06-25T23:58:59.102536,500,-4383,-6297856,9000
2025-06-25T23:59:00.553136,506,-4644,-6302500,9108
2025-06-25T23:59:02.000834,507,-4787,-6307287,9126
2025-06-25T23:59:03.451213,501,-4428,-6311715,9018
2025-06-25T23:59:04.898947,504,-4419,-6316134,9072
2025-06-25T23:59:06.349491,507,-4580,-6320714,9126
2025-06-25T23:59:07.797240,508,-4022,-6324736,9144
2025-06-25T23:59:09.243588,502,-3821,-6328557,9036
2025-06-25T23:59:10.691343,505,-3862,-6332419,9090
2025-06-25T23:59:12.141885,504,-4017,-6336436,9072
2025-06-25T23:59:13.589413,509,-4099,-6340535,9162
2025-06-25T23:59:15.040193,503,-4332,-6344867,9054
2025-06-25T23:59:16.487743,506,-3868,-6348735,9108
2025-06-25T23:59:17.938276,505,-3822,-6352557,9090
2025-06-25T23:59:19.385893,503,-3774,-6356331,9054
2025-06-25T23:59:20.832577,508,-3591,-6359922,9144
2025-06-25T23:59:22.280189,502,-3541,-6363463,9036
2025-06-25T23:59:23.730675,499,-4021,-6367484,8982
2025-06-25T23:59:25.178274,508,-4218,-6371702,9144
2025-06-25T23:59:26.629125,503,-4199,-6375901,9054
2025-06-25T23:59:28.076480,503,-4238,-6380139,9054
2025-06-25T23:59:29.527068,507,-3908,-6384047,9126
2025-06-25T23:59:30.974850,507,-4138,-6388185,9126
2025-06-25T23:59:32.421400,508,-4165,-6392350,9144
2025-06-25T23:59:33.868805,504,-3788,-6396138,9072
2025-06-25T23:59:35.319618,508,-5090,-6401228,9144
2025-06-25T23:59:36.767059,506,-3935,-6405163,9108
2025-06-25T23:59:38.217617,500,-3692,-6408855,9000
2025-06-25T23:59:39.665335,506,-4058,-6412913,9108
2025-06-25T23:59:41.116072,504,-4117,-6417030,9072
2025-06-25T23:59:42.563522,505,-4016,-6421046,9090
2025-06-25T23:59:44.010276,505,-4255,-6425301,9090
2025-06-25T23:59:45.457690,507,-4273,-6429574,9126
2025-06-25T23:59:46.908478,505,-3388,-6432962,9090
2025-06-25T23:59:48.356058,501,-3343,-6436305,9018
2025-06-25T23:59:49.806616,502,-3280,-6439585,9036
2025-06-25T23:59:51.254155,506,-3358,-6442943,9108
2025-06-25T23:59:52.704811,504,-3431,-6446374,9072
2025-06-25T23:59:54.152349,498,-3354,-6449728,8964
2025-06-25T23:59:55.599070,506,-3386,-6453114,9108
2025-06-25T23:59:57.046460,503,-3312,-6456426,9054
2025-06-25T23:59:58.497211,503,-3237,-6459663,9054
2025-06-25T23:59:59.944714,496,-3285,-6462948,8928
2025-06-26T00:00:01.395422,506,-3229,-6466177,9108
2025-06-26T00:00:02.842931,499,-3204,-6469381,8982
2025-06-26T00:00:04.293459,502,-3187,-6472568,9036
2025-06-26T00:00:05.741162,501,-3190,-6475758,9018
2025-06-26T00:00:07.187851,507,-3202,-6478960,9126
2025-06-26T00:00:08.635382,507,-3186,-6482146,9126
2025-06-26T00:00:10.085958,504,-3145,-6485291,9072
2025-06-26T00:00:11.533667,509,-3132,-6488423,9162
2025-06-26T00:00:12.984296,509,-3130,-6491553,9162
2025-06-26T00:00:14.431860,498,-3213,-6494766,8964
2025-06-26T00:00:15.882520,507,-3163,-6497929,9126
2025-06-26T00:00:17.330042,500,-3159,-6501088,9000
2025-06-26T00:00:18.776650,509,-3155,-6504243,9162
2025-06-26T00:00:20.224185,500,-3169,-6507412,9000
2025-06-26T00:00:21.674750,502,-3154,-6510566,9036
2025-06-26T00:00:23.122362,503,-3131,-6513697,9054
2025-06-26T00:00:24.573060,501,-3140,-6516837,9018
2025-06-26T00:00:26.020589,500,-3161,-6519998,9000
