Timestamp,Tension,Corriente,totalizado,
2025-06-22T16:23:50.297926,521,16808,1904471,9378
2025-06-22T16:23:51.724936,524,15830,1920301,9432
2025-06-22T16:23:53.152016,527,16435,1936736,9486
2025-06-22T16:23:54.579025,520,15870,1952606,9360
2025-06-22T16:23:56.006237,527,16405,1969011,9486
2025-06-22T16:23:57.433175,521,15845,1984856,9378
2025-06-22T16:23:58.860036,524,16323,2001179,9432
2025-06-22T16:24:00.287205,522,15860,2017039,9396
2025-06-22T16:24:01.714218,535,16673,2033712,9630
2025-06-22T16:24:03.141249,523,15850,2049562,9414
2025-06-22T16:24:04.568335,521,16558,2066120,9378
2025-06-22T16:24:05.995279,525,15853,2081973,9450
2025-06-22T16:24:07.422269,524,16525,2098498,9432
2025-06-22T16:24:08.849305,522,15833,2114331,9396
2025-06-22T16:24:10.276340,519,16480,2130811,9342
2025-06-22T16:24:11.703230,523,15840,2146651,9414
2025-06-22T16:24:13.130189,526,16705,2163356,9468
2025-06-22T16:24:14.557215,522,15798,2179154,9396
2025-06-22T16:24:15.984566,528,17070,2196224,9504
2025-06-22T16:24:17.411139,525,15883,2212107,9450
2025-06-22T16:24:18.838100,523,17105,2229212,9414
2025-06-22T16:24:20.265082,521,15873,2245085,9378
2025-06-22T16:24:21.691929,525,17450,2262535,9450
2025-06-22T16:24:23.118990,525,16353,2278888,9450
2025-06-22T16:24:24.546036,524,17885,2296773,9432
2025-06-22T16:24:25.973013,524,16778,2313551,9432
2025-06-22T16:24:27.400035,521,18250,2331801,9378
2025-06-22T16:24:28.826891,525,16785,2348586,9450
2025-06-22T16:24:30.253996,524,18333,2366919,9432
2025-06-22T16:24:31.680920,526,17375,2384294,9468
2025-06-22T16:24:33.107821,523,18725,2403019,9414
2025-06-22T16:24:34.534788,522,17740,2420759,9396
2025-06-22T16:24:35.961642,519,18978,2439737,9342
2025-06-22T16:24:37.388742,524,17783,2457520,9432
2025-06-22T16:24:38.815674,524,18990,2476510,9432
2025-06-22T16:24:40.242616,523,17870,2494380,9414
2025-06-22T16:24:41.669604,528,19038,2513418,9504
2025-06-22T16:24:43.096555,521,17855,2531273,9378
2025-06-22T16:24:44.523357,524,19115,2550388,9432
2025-06-22T16:24:45.950493,523,18258,2568646,9414
2025-06-22T16:24:47.377408,523,19275,2587921,9414
