Timestamp,Tension,Corriente,totalizado
2025-06-29T21:33:09.019977,6228.0,-16.0,-706
2025-06-29T21:33:10.148605,6264.0,-16.0,-722
2025-06-29T21:33:11.277234,6228.0,-16.0,-738
2025-06-29T21:33:12.406046,6246.0,-16.0,-754
2025-06-29T21:33:13.534491,6246.0,-16.0,-770
2025-06-29T21:33:14.663232,6246.0,-16.0,-786
2025-06-29T21:33:15.792013,6282.0,-16.0,-802
2025-06-29T21:33:16.920632,6246.0,-16.0,-818
2025-06-29T21:33:18.049326,6300.0,-15.0,-833
2025-06-29T21:33:19.177996,6246.0,-16.0,-849
2025-06-29T21:33:20.306591,6246.0,-17.0,-866
2025-06-29T21:33:21.435380,6210.0,-16.0,-882
2025-06-29T21:33:22.563912,6282.0,-16.0,-898
2025-06-29T21:33:23.692505,6228.0,-16.0,-914
2025-06-29T21:33:24.821355,6246.0,-16.0,-930
2025-06-29T21:33:25.949949,6264.0,-16.0,-946
2025-06-29T21:33:27.078603,6246.0,-16.0,-962
2025-06-29T21:33:28.207239,6228.0,-16.0,-978
2025-06-29T21:33:29.335877,6318.0,-16.0,-994
2025-06-29T21:33:30.465694,6246.0,-16.0,-1010
2025-06-29T21:33:31.594211,6210.0,-16.0,-1026
2025-06-29T21:33:32.723083,6228.0,-16.0,-1042
2025-06-29T21:33:40.543618,4186.0,-16.0,-16
2025-06-29T21:33:41.687590,6318.0,-15.0,-31
2025-06-29T21:33:42.836273,6282.0,-16.0,-47
2025-06-29T21:33:43.985039,6282.0,530.0,483
2025-06-29T21:33:45.134831,6228.0,827.0,1310
2025-06-29T21:33:46.283469,6354.0,830.0,2140
2025-06-29T21:33:47.432268,6300.0,832.0,2972
2025-06-29T21:33:48.580883,6264.0,832.0,3804
2025-06-29T21:33:49.730588,6264.0,836.0,4640
2025-06-29T21:33:50.879295,6318.0,905.0,5545
2025-06-29T21:33:52.028051,6282.0,906.0,6451
2025-06-29T21:33:53.176858,6318.0,905.0,7356
2025-06-29T21:33:54.325540,6246.0,942.0,8298
2025-06-29T21:33:55.475256,6282.0,1004.0,9302
2025-06-29T21:33:56.624971,6246.0,1037.0,10339
2025-06-29T21:33:57.773661,6300.0,1054.0,11393
2025-06-29T21:33:58.922359,6282.0,1094.0,12487
2025-06-29T21:34:00.072036,6318.0,1111.0,13598
2025-06-29T21:34:01.224679,6282.0,1132.0,14730
2025-06-29T21:34:02.377581,6318.0,1167.0,15897
2025-06-29T21:34:03.530180,6282.0,1189.0,17086
2025-06-29T21:34:04.682803,6300.0,1192.0,18278
2025-06-29T21:34:05.835597,6282.0,1190.0,19468
2025-06-29T21:34:06.984297,6282.0,1193.0,20661
2025-06-29T21:34:08.134245,6264.0,1193.0,21854
2025-06-29T21:34:09.286829,6336.0,1193.0,23047
2025-06-29T21:34:10.439404,6246.0,1193.0,24240
2025-06-29T21:34:11.592011,6300.0,1194.0,25434
2025-06-29T21:34:12.744823,6282.0,1161.0,26595
2025-06-29T21:34:13.897500,6336.0,1157.0,27752
2025-06-29T21:34:15.046276,6300.0,1156.0,28908
2025-06-29T21:34:16.196037,6300.0,1156.0,30064
2025-06-29T21:34:17.348625,6264.0,1157.0,31221
2025-06-29T21:34:18.501386,6300.0,1157.0,32378
2025-06-29T21:34:19.654100,6336.0,1156.0,33534
2025-06-29T21:34:20.805538,6318.0,1158.0,34692
2025-06-29T21:34:21.956664,6336.0,1157.0,35849
2025-06-29T21:34:23.103893,6318.0,1158.0,37007
2025-06-29T21:34:24.252313,6336.0,1146.0,38153
2025-06-29T21:34:25.403754,6336.0,1069.0,39222
2025-06-29T21:34:26.555252,6300.0,1062.0,40284
2025-06-29T21:34:27.706863,6318.0,1014.0,41298
2025-06-29T21:34:28.857444,6300.0,999.0,42297
2025-06-29T21:34:30.005132,6282.0,929.0,43226
2025-06-29T21:34:31.153017,6264.0,880.0,44106
2025-06-29T21:34:32.302040,6300.0,874.0,44980
2025-06-29T21:34:33.450052,6264.0,836.0,45816
2025-06-29T21:34:34.597946,6264.0,827.0,46643
2025-06-29T21:34:35.745996,6318.0,826.0,47469
2025-06-29T21:34:36.894126,6318.0,825.0,48294
2025-06-29T21:34:38.042180,6228.0,824.0,49118
2025-06-29T21:34:39.190301,6300.0,824.0,49942
2025-06-29T21:34:40.338698,6282.0,824.0,50766
2025-06-29T21:34:41.487925,6282.0,824.0,51590
2025-06-29T21:34:42.636207,6264.0,823.0,52413
2025-06-29T21:34:43.784530,6264.0,824.0,53237
2025-06-29T21:34:44.932833,6282.0,825.0,54062
2025-06-29T21:34:46.081234,6318.0,823.0,54885
2025-06-29T21:34:47.229687,6264.0,823.0,55708
2025-06-29T21:34:48.378087,6300.0,826.0,56534
2025-06-29T21:34:49.526510,6300.0,826.0,57360
